,Job Title,Location,Size,Type of ownership,Industry,Sector,hourly,employer_provided,min_salary,max_salary,avg_salary,job_state,python_yn,R_yn,spark,aws,excel,job_simp,seniority
319,Associate Data Engineer,"Washington, DC",1001 to 5000 employees,Company - Private,Research & Development,Business Services,0,0,45,86,65.5,DC,0,0,1,1,1,data engineer,na
320,Senior Data Scientist,"Charlotte, NC",1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance,0,0,95,154,124.5,NC,1,0,1,0,1,data scientist,senior
321,Staff BI and Data Engineer,"San Jose, CA",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,0,0,80,148,114,CA,1,0,1,0,0,data engineer,na
322,Marketing Data Analyst,"Exton, PA",501 to 1000 employees,Nonprofit Organization,Banks & Credit Unions,Finance,0,0,36,62,49,PA,1,0,0,0,0,analyst,na
323,"Principal Scientist, Hematology","Rochester, NY",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,0,0,54,115,84.5,NY,0,0,0,0,0,na,senior
324,Data Analyst,"Alexandria, VA",501 to 1000 employees,Company - Private,IT Services,Information Technology,0,0,50,92,71,VA,0,0,0,0,1,analyst,na
325,"Director - Data, Privacy and AI Governance","Boston, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,0,0,67,135,101,MA,0,0,0,0,0,director,na
326,Data Scientist,"Redlands, CA",1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,82,132,107,CA,1,0,1,1,0,data scientist,na
327,Data Scientist,"Ipswich, MA",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,85,140,112.5,MA,1,0,0,0,1,data scientist,na
328,Staff Machine Learning Engineer,"San Francisco, CA",201 to 500 employees,Company - Private,Internet,Information Technology,0,0,138,224,181,CA,1,0,1,0,0,mle,na
329,Information Security Data Analyst,"Chicago, IL",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,0,0,42,80,61,IL,1,0,1,0,0,analyst,na
330,Lead Data Engineer,"Mountain View, CA",51 to 200 employees,Company - Private,Internet,Information Technology,0,0,190,220,205,CA,1,0,1,1,0,data engineer,senior
331,Scientist Manufacturing - Kentucky BioProcessing,"Owensboro, KY",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,68,139,103.5,KY,0,0,0,0,0,na,na
332,Data Analytics Project Manager,"Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,0,0,34,92,63,MA,0,0,0,0,1,manager,na
333,Consultant - Analytics Consulting,"Hartford, CT",10000+ employees,Company - Public,IT Services,Information Technology,0,0,54,71,62.5,CT,0,0,0,0,1,na,na
334,Data Engineer,"Orange, CA",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,0,0,65,124,94.5,CA,1,0,1,1,1,data engineer,na
335,Marketing Data Analyst,"Highland, CA",1001 to 5000 employees,Company - Private,Gambling,"Arts, Entertainment & Recreation",0,0,35,62,48.5,CA,0,0,0,0,1,analyst,na
336,Senior Scientist (Neuroscience),"Marlborough, MA",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,109,200,154.5,MA,1,0,0,0,1,na,senior
337,Medical Laboratory Scientist,"Burleson, TX",1001 to 5000 employees,Hospital,Health Care Services & Hospitals,Health Care,1,0,36,50,21.5,TX,0,0,0,1,0,na,na
338,Machine Learning Engineer - Regulatory,"Lenexa, KS",501 to 1000 employees,Company - Public,Stock Exchanges,Finance,0,0,61,113,87,KS,1,0,0,0,1,mle,na
339,R&D Specialist/ Food Scientist,"Hoopeston, IL",501 to 1000 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,0,0,39,66,52.5,IL,0,0,0,0,0,na,na
340,Data Engineer,"New York, NY",501 to 1000 employees,Company - Private,Research & Development,Business Services,0,0,43,86,64.5,NY,1,0,0,1,1,data engineer,na
341,"Scientist, Bacteriology","Concord, CA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,74,149,111.5,CA,0,0,0,0,1,na,na
342,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence","Cambridge, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,113,196,154.5,MA,0,0,1,1,1,data engineer,na
343,Senior Research Scientist-Machine Learning,"Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,Education,0,0,81,167,124,PA,0,0,0,0,0,mle,senior
344,Senior Data Scientist,"Chicago, IL",201 to 500 employees,Company - Private,Consulting,Business Services,0,0,97,160,128.5,IL,1,0,0,1,1,data scientist,senior
345,Clinical Laboratory Scientist,"Vail, CO",501 to 1000 employees,Hospital,Health Care Services & Hospitals,Health Care,1,0,48,78,31.5,CO,0,0,0,0,0,na,na
346,Analytics Manager - Data Mart,"Scotts Valley, CA",501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,0,0,42,86,64,CA,0,0,0,0,0,manager,na
347,Sr. Data Engineer - Contract-to-Hire (Java),"Knoxville, TN",10000+ employees,Company - Private,Gas Stations,Retail,0,0,69,127,98,TN,1,0,0,0,0,data engineer,senior
348,Data Scientist - Algorithms & Inference,"San Francisco, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,110,175,142.5,CA,0,0,0,0,0,data scientist,na
349,Senior Data Scientist - R&D Oncology,"New York, NY",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,102,172,137,NY,1,0,0,0,0,data scientist,senior
350,Data Engineer,"Denver, CO",501 to 1000 employees,Nonprofit Organization,Insurance Carriers,Insurance,0,0,74,124,99,CO,1,0,0,1,0,data engineer,na
351,Food Scientist - Developer,"Milwaukee, WI",501 to 1000 employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,0,0,40,68,54,WI,0,0,0,0,0,na,na
352,Senior Data Scientist,"Natick, MA",1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,108,171,139.5,MA,1,0,0,0,0,data scientist,senior
353,Data Engineer,"Rockville, MD",201 to 500 employees,Company - Private,IT Services,Information Technology,0,0,76,142,109,MD,0,0,0,1,0,data engineer,na
354,"Director II, Data Science - GRM Actuarial","Chicago, IL",10000+ employees,Company - Private,Insurance Carriers,Insurance,0,0,202,306,254,IL,1,0,0,0,0,director,na
355,"Scientist, Molecular/Cellular Biologist","South San Francisco, CA",201 to 500 employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,49,97,73,CA,0,0,0,0,0,na,na
356,Staff Scientist-Downstream Process Development,"Rockville, MD",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,49,113,81,MD,0,0,0,0,1,na,na
357,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,"Millville, DE",1001 to 5000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1,0,42,68,27.5,DE,0,0,0,0,0,na,na
358,Scientist - Analytical Services,"Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,65,134,99.5,NC,0,0,0,0,1,na,na
359,Associate Data Analyst- Graduate Development Program,"Richfield, OH",501 to 1000 employees,Company - Private,Insurance Carriers,Insurance,0,0,32,59,45.5,OH,0,0,0,0,0,analyst,na
360,Sr. Data Engineer,"Indianapolis, IN",51 to 200 employees,Company - Private,Consulting,Business Services,0,0,87,158,122.5,IN,1,0,1,1,0,data engineer,senior
361,Senior Insurance Data Scientist,"Chicago, IL",5001 to 10000 employees,Company - Public,Financial Analytics & Research,Finance,0,0,107,173,140,IL,1,0,0,0,1,data scientist,senior
362,Senior Data Science Systems Engineer,"Hampton, VA",5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,0,0,56,99,77.5,VA,0,0,0,0,0,na,senior
363,ENVIRONMENTAL ENGINEER/SCIENTIST,"Cambridge, MA",1 to 50 employees,Company - Private,Construction,"Construction, Repair & Maintenance",1,1,50,56,26.5,MA,0,0,0,0,1,na,na
364,Senior Scientist - Regulatory Submissions,"Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,80,155,117.5,NC,0,0,0,0,1,na,senior
365,Scientist - Biomarker and Flow Cytometry,"San Diego, CA",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,43,98,70.5,CA,0,0,0,0,0,na,na
366,Revenue Analytics Manager,"San Francisco, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,45,78,61.5,CA,0,0,0,0,1,manager,na
367,"Associate Scientist, LC/MS Biologics","Ithaca, NY",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,44,96,70,NY,0,0,0,0,1,na,na
368,Sr. Scientist Method Development,"Marietta, GA",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,50,110,80,GA,0,0,0,0,1,na,senior
369,IT - Data Engineer II,"Quincy, MA",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,0,0,61,119,90,MA,0,0,1,0,1,data engineer,na
370,"Research Scientist, Immunology - Cancer Biology","Cambridge, MA",Unknown,Company - Private,-1,-1,0,1,100,140,120,MA,0,0,0,0,1,na,na
371,"Project Scientist - Auton Lab, Robotics Institute","Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,Education,0,0,56,91,73.5,PA,0,0,0,0,1,na,na
372,Data Scientist,"Fort Lauderdale, FL",501 to 1000 employees,Subsidiary or Business Segment,Advertising & Marketing,Business Services,0,0,68,114,91,FL,1,0,0,0,1,data scientist,na
373,Data Scientist,"Washington, DC",Unknown,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,1,150,160,155,DC,0,0,0,1,1,data scientist,na
374,"Enterprise Architect, Data","Boston, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,0,0,101,158,129.5,MA,1,0,1,1,1,na,na
375,"Senior Manager, Epidemiologic Data Scientist","New York, NY",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,125,210,167.5,NY,0,0,0,1,1,data scientist,senior
376,Corporate Risk Data Analyst (SQL Based) - Milwaukee or,"Green Bay, WI",1001 to 5000 employees,Company - Public,Banks & Credit Unions,Finance,0,0,43,77,60,WI,0,0,0,1,1,analyst,na
377,Lead Data Scientist,"Burbank, CA",51 to 200 employees,Company - Private,Financial Analytics & Research,Finance,0,0,139,221,180,CA,1,0,0,0,1,data scientist,senior
378,"Marketing Data Analyst, May 2020 Undergrad","New York, NY",1001 to 5000 employees,Company - Private,Travel Agencies,Travel & Tourism,0,0,44,86,65,NY,0,0,0,0,1,analyst,na
379,Senior Data Engineer,"Durham, NC",5001 to 10000 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,78,147,112.5,NC,1,0,1,1,0,data engineer,senior
380,Senior Data Analyst,"New York, NY",201 to 500 employees,Company - Private,"Department, Clothing, & Shoe Stores",Retail,0,0,65,110,87.5,NY,1,0,0,0,1,analyst,senior
381,Data Modeler - Data Solutions Engineer,"Indianapolis, IN",10000+ employees,Company - Private,Insurance Carriers,Insurance,0,0,37,66,51.5,IN,1,0,0,0,1,na,na
382,Associate Environmental Scientist - Wildlife Biologist,"Clovis, CA",51 to 200 employees,Company - Private,Architectural & Engineering Services,Business Services,0,0,38,64,51,CA,0,0,0,0,1,na,na
383,"Associate, Data Science, Internal Audit","Boston, MA",10000+ employees,Company - Private,Banks & Credit Unions,Finance,0,0,43,82,62.5,MA,1,0,0,0,1,na,na
384,Sr Data Engineer (Sr BI Developer),"Chandler, AZ",501 to 1000 employees,Company - Public,Health Care Services & Hospitals,Health Care,0,0,90,110,100,AZ,0,0,0,0,0,data engineer,senior
385,Data Engineer,"Chantilly, VA",51 to 200 employees,Company - Private,IT Services,Information Technology,0,0,61,109,85,VA,1,0,1,1,0,data engineer,na
386,Senior LiDAR Data Scientist,"Orlando, FL",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,93,151,122,FL,1,0,0,1,0,data scientist,senior
387,Salesforce Analytics Consultant,"Chicago, IL",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,52,81,66.5,IL,1,0,0,0,0,na,na
388,"Technology-Minded, Data Professional Opportunities","Columbia, MO",1001 to 5000 employees,Company - Private,Lending,Finance,0,0,40,101,70.5,MO,0,0,1,0,1,na,na
389,Senior Data Engineer,"Austin, TX",51 to 200 employees,Company - Private,Security Services,Business Services,0,0,97,180,138.5,TX,1,0,1,0,0,data engineer,senior
390,Managing Data Scientist/ML Engineer,"Boston, MA",1001 to 5000 employees,Company - Private,Consulting,Business Services,0,0,81,134,107.5,MA,0,0,1,0,1,data scientist,na
391,"Scientist, Pharmacometrics","Cambridge, MA",501 to 1000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,84,157,120.5,MA,0,0,0,0,0,na,na
392,Staff Scientist- Upstream PD,"Rockville, MD",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,49,113,81,MD,0,0,0,0,0,na,na
393,Scientist Manufacturing Pharma - Kentucky BioProcessing,"Owensboro, KY",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,68,139,103.5,KY,0,0,0,0,0,na,na
394,Sr. Data Engineer,"Chicago, IL",1001 to 5000 employees,Company - Public,Transportation Management,Transportation & Logistics,0,0,75,140,107.5,IL,0,0,0,0,0,data engineer,senior
395,Lead Big Data Engineer,"San Francisco, CA",1001 to 5000 employees,Company - Private,Internet,Information Technology,0,0,121,203,162,CA,1,0,1,1,1,data engineer,senior
396,Product Engineer – Spatial Data Science and Statistical Analysis,"Redlands, CA",1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,52,85,68.5,CA,1,0,1,0,1,na,na
397,Sr Software Engineer (Data Scientist),"Westlake, OH",10000+ employees,Company - Public,Insurance Carriers,Insurance,0,0,81,140,110.5,OH,0,0,0,0,1,data scientist,senior
398,College Hire - Data Scientist - Open to December 2019 Graduates,"Peoria, IL",10000+ employees,Company - Public,Industrial Manufacturing,Manufacturing,0,0,63,99,81,IL,0,0,0,0,0,data scientist,na
399,Senior Data Scientist,"Chicago, IL",1001 to 5000 employees,Company - Public,Real Estate,Real Estate,0,0,110,150,130,IL,1,0,1,0,1,data scientist,senior
400,Sr. Data Engineer (ETL Developer),"Des Moines, IA",201 to 500 employees,Subsidiary or Business Segment,Insurance Carriers,Insurance,0,0,83,148,115.5,IA,1,0,0,0,1,data engineer,senior
401,Senior Data Scientist Artificial Intelligence,"Richland, WA",1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",0,0,60,101,80.5,WA,0,0,0,0,0,data scientist,senior
402,Analytics - Business Assurance Data Analyst,"Cedar Rapids, IA",501 to 1000 employees,Company - Private,Lending,Finance,0,0,31,55,43,IA,0,0,0,0,1,analyst,na
403,"Associate Director/Director, Safety Scientist","Cambridge, MA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,102,178,140,MA,0,0,0,0,1,director,na
404,"Senior Scientist, Cell Pharmacology/Assay Development","Cambridge, MA",Unknown,Company - Private,-1,-1,0,1,110,130,120,MA,0,0,0,0,0,na,senior
405,Data Analyst Senior,"Philadelphia, PA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,0,0,48,85,66.5,PA,0,0,0,0,1,analyst,senior
406,Lead Data Engineer (Python),"San Francisco, CA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,0,0,66,123,94.5,CA,1,0,0,1,0,data engineer,senior
407,Senior Data Scientist 4 Artificial Intelligence,"Seattle, WA",1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",0,0,92,146,119,WA,0,0,0,0,0,data scientist,senior
408,Medical Lab Scientist - MLT,"Omaha, NE",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1,0,42,58,25,NE,0,0,0,0,0,na,na
409,"Senior Operations Data Analyst, Call Center Operations","Nashville, TN",5001 to 10000 employees,Company - Public,Financial Transaction Processing,Finance,1,0,20,34,13.5,TN,0,0,0,0,1,analyst,senior
410,"Director II, Data Science - GRS Predictive Analytics","Chicago, IL",10000+ employees,Company - Private,Insurance Carriers,Insurance,0,0,150,239,194.5,IL,1,0,0,0,0,director,na
411,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,"San Antonio, TX",1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services,0,0,52,91,71.5,TX,1,0,0,1,1,na,senior
412,Geospatial Software Developer and Data Scientist,"Austin, TX",501 to 1000 employees,College / University,Colleges & Universities,Education,0,0,82,129,105.5,TX,1,0,0,1,0,data scientist,na
413,Senior Scientist - Toxicologist - Product Integrity (Stewardship),"Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,47,101,74,NC,0,0,0,0,1,na,senior
414,Systems Engineer II - Data Analyst,"Huntsville, AL",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,0,0,49,76,62.5,AL,0,0,0,0,1,analyst,na
415,Senior Research Analytical Scientist-Non-Targeted Analysis,"Durham, NC",1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services,0,0,43,88,65.5,NC,0,0,0,0,0,na,senior
416,Director Data Science,"Fort Lee, NJ",1001 to 5000 employees,Company - Private,Advertising & Marketing,Business Services,0,0,124,199,161.5,NJ,1,0,0,1,1,director,na
417,Sr Data Analyst - IT,"Blue Bell, PA",1001 to 5000 employees,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,52,93,72.5,PA,0,0,0,0,1,analyst,senior
418,Senior Data Engineer,"San Francisco, CA",51 to 200 employees,Company - Public,Computer Hardware & Software,Information Technology,0,0,97,181,139,CA,1,0,0,1,1,data engineer,senior
419,Senior Data Engineer,"San Francisco, CA",201 to 500 employees,Company - Private,Internet,Information Technology,0,0,100,173,136.5,CA,0,0,0,0,0,data engineer,senior
420,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,"New York, NY",1001 to 5000 employees,Company - Private,Travel Agencies,Travel & Tourism,0,0,53,96,74.5,NY,1,0,1,0,0,data scientist,na
421,Senior Scientist - Biostatistician,"Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,0,0,65,96,80.5,NC,0,0,0,0,1,na,senior
422,Data Scientist,"Albuquerque, NM",5001 to 10000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,56,95,75.5,NM,1,0,0,0,1,data scientist,na
423,Data Scientist,"Saint Louis, MO",51 to 200 employees,Company - Private,IT Services,Information Technology,0,0,111,176,143.5,MO,1,0,1,0,0,data scientist,na
424,Data Scientist,"Springfield, VA",51 to 200 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,0,0,75,127,101,VA,1,0,0,0,0,data scientist,na
425,Data Engineer,"Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,0,0,65,119,92,MA,1,0,1,0,1,data engineer,na
426,Computational Chemist/Data Scientist,"Richland, WA",1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",0,0,56,97,76.5,WA,1,0,0,0,0,data scientist,na
427,Principal Data Scientist (Computational Chemistry),"Salt Lake City, UT",51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,108,173,140.5,UT,1,0,0,1,0,data scientist,senior
428,Data Scientist,"Jersey City, NJ",10000+ employees,Company - Public,Investment Banking & Asset Management,Finance,0,0,94,139,116.5,NJ,0,0,0,0,1,data scientist,na
429,Principal Machine Learning Scientist,"San Francisco, CA",501 to 1000 employees,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,0,0,176,289,232.5,CA,1,0,0,0,0,mle,senior
430,Data Scientist,"San Francisco, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,92,149,120.5,CA,1,0,0,0,0,data scientist,na
431,Product Engineer – Data Science,"Arlington, VA",1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,63,101,82,VA,1,0,0,0,0,na,na
432,"Principal Scientist, Chemistry & Immunology","Rochester, NY",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,0,0,54,115,84.5,NY,0,0,0,0,0,na,senior
433,Data Scientist,"Emeryville, CA",10000+ employees,Company - Public,IT Services,Information Technology,0,0,118,188,153,CA,1,0,1,1,0,data scientist,na
434,Data Scientist,"Palo Alto, CA",501 to 1000 employees,Company - Private,Internet,Information Technology,0,0,108,146,127,CA,1,0,1,0,0,data scientist,na
435,Data Scientist,"Santa Barbara, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,65,106,85.5,CA,1,0,1,0,1,data scientist,na
436,Data Scientist,"Carle Place, NY",1001 to 5000 employees,Company - Public,Wholesale,Business Services,0,0,55,98,76.5,NY,1,0,0,0,1,data scientist,na
437,Data Scientist,"New York, NY",1001 to 5000 employees,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,0,0,94,162,128,NY,1,0,1,0,0,data scientist,na
438,Data Engineer,"King of Prussia, PA",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,0,0,63,120,91.5,PA,1,0,1,1,1,data engineer,na
439,"Scientist/Senior Scientist, Autoimmune","Cambridge, MA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,90,179,134.5,MA,0,0,0,0,0,na,senior
440,Data Scientist,"San Francisco, CA",201 to 500 employees,Company - Private,Advertising & Marketing,Business Services,0,0,127,202,164.5,CA,0,0,0,0,0,data scientist,na
441,Software Engineer - Data Visualization,"Annapolis Junction, MD",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,60,127,93.5,MD,0,0,0,0,1,na,na
442,Market Data Analyst,"West Palm Beach, FL",201 to 500 employees,Company - Public,Telecommunications Manufacturing,Telecommunications,0,0,31,57,44,FL,0,0,0,0,0,analyst,na
443,Staff Data Engineer,"Austin, TX",501 to 1000 employees,Company - Private,Computer Hardware & Software,Information Technology,0,0,105,194,149.5,TX,0,0,1,1,0,data engineer,na
444,Associate Data Engineer,"Washington, DC",1001 to 5000 employees,Company - Private,Research & Development,Business Services,0,0,45,86,65.5,DC,0,0,1,1,1,data engineer,na
445,Data Engineer,"Herndon, VA",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,75,143,109,VA,1,0,1,0,0,data engineer,na
446,Staff Data Engineer,"Mountain View, CA",1001 to 5000 employees,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,0,0,126,228,177,CA,1,0,1,1,0,data engineer,na
447,Data Scientist,"Arlington, VA",201 to 500 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,0,0,80,134,107,VA,1,0,1,0,1,data scientist,na
448,Data Scientist,"Santa Clara, CA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,120,189,154.5,CA,1,0,1,0,1,data scientist,na
449,Data Scientist,"Santa Clara, CA",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,0,0,85,142,113.5,CA,1,0,1,0,0,data scientist,na
450,Senior Data Scientist,"Charlotte, NC",1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance,0,0,95,154,124.5,NC,1,0,1,0,1,data scientist,senior
451,Data Scientist,"Brisbane, CA",1 to 50 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,111,176,143.5,CA,1,0,0,0,1,data scientist,na
452,Data Scientist,"San Francisco, CA",1 to 50 employees,Company - Private,IT Services,Information Technology,0,0,87,140,113.5,CA,1,0,0,0,0,data scientist,na
453,Data Scientist,"Springfield, VA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,0,0,76,127,101.5,VA,1,0,0,1,0,data scientist,na
454,"Data Analyst, Performance Partnership","New York, NY",10000+ employees,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,0,0,54,92,73,NY,0,0,0,1,1,analyst,na
455,Data Scientist,"New York, NY",10000+ employees,Company - Public,Consulting,Business Services,0,0,61,100,80.5,NY,1,0,0,1,0,data scientist,na
456,Data Scientist,"New York, NY",Unknown,Company - Private,-1,-1,0,0,81,140,110.5,NY,1,0,0,0,0,data scientist,na
457,Staff BI and Data Engineer,"San Jose, CA",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,0,0,80,148,114,CA,1,0,1,0,0,data engineer,na
458,Data Scientist,"Foster City, CA",51 to 200 employees,Company - Private,"Health, Beauty, & Fitness",Consumer Services,0,0,108,171,139.5,CA,1,0,0,0,0,data scientist,na
459,Data Scientist,"New York, NY",1 to 50 employees,Company - Private,IT Services,Information Technology,0,0,112,179,145.5,NY,1,0,0,0,1,data scientist,na
460,Data Scientist,"New York, NY",201 to 500 employees,Company - Private,Lending,Finance,0,0,63,111,87,NY,0,0,0,0,1,data scientist,na
461,Data Scientist,"Holyoke, MA",201 to 500 employees,Company - Private,Banks & Credit Unions,Finance,0,0,75,126,100.5,MA,0,0,0,0,1,data scientist,na
462,Data Scientist Manager,"New York, NY",10000+ employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,0,0,110,184,147,NY,1,0,1,0,1,data scientist,na
463,Data Engineer,"New York, NY",201 to 500 employees,Company - Private,Insurance Carriers,Insurance,0,0,76,145,110.5,NY,1,0,0,0,1,data engineer,na
464,Marketing Data Analyst,"Exton, PA",501 to 1000 employees,Nonprofit Organization,Banks & Credit Unions,Finance,0,0,36,62,49,PA,1,0,0,0,0,analyst,na
465,Data Scientist,"Waltham, MA",51 to 200 employees,Company - Private,Consulting,Business Services,0,0,70,118,94,MA,1,0,1,1,0,data scientist,na
466,Senior Data Scientist,"New York, NY",1001 to 5000 employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,0,0,94,153,123.5,NY,1,0,0,1,0,data scientist,senior
467,"Principal Scientist, Hematology","Rochester, NY",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care,0,0,54,115,84.5,NY,0,0,0,0,0,na,senior
468,Data Analyst,"Alexandria, VA",501 to 1000 employees,Company - Private,IT Services,Information Technology,0,0,50,92,71,VA,0,0,0,0,1,analyst,na
469,Software Data Engineer - College,"Corvallis, OR",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,0,0,49,97,73,OR,0,0,0,0,0,data engineer,na
470,"Director - Data, Privacy and AI Governance","Boston, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,0,0,67,135,101,MA,0,0,0,0,0,director,na
471,Staff Machine Learning Engineer,"San Francisco, CA",201 to 500 employees,Company - Private,Internet,Information Technology,0,0,138,224,181,CA,1,0,1,0,0,mle,na
472,Data Scientist,"San Diego, CA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,0,0,80,139,109.5,CA,0,0,0,0,1,data scientist,na
473,Lead Data Scientist,"Bellevue, WA",10000+ employees,Company - Public,IT Services,Information Technology,0,0,158,211,184.5,WA,1,0,0,0,1,data scientist,senior
474,Senior Data Scientist - Algorithms,"New York, NY",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,0,0,150,180,165,NY,1,0,0,0,0,data scientist,senior
475,Information Security Data Analyst,"Chicago, IL",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,0,0,42,80,61,IL,1,0,1,0,0,analyst,na
